POUG;TRE;ID;ZUB;VOL;UIO;VBNM;Type;OIN
5;2.085;1175;f;t;uuuu;t;y;20.67
6;2.5;1176;f;t;wwww;t;y;36.25
4;1;1177;f;t;uuuu;t;y;20.33
0;0.25;1178;f;t;wwww;f;y;25.75
4;0.585;1179;f;t;uuuu;t;y;28.17
0;0.165;1180;f;f;wwww;f;y;23.92
0;8;1181;t;t;wwww;f;y;56
2;0.71;1182;t;t;uuuu;t;y;20.75
7;4;1183;t;t;uuuu;t;y;30.5
7;5;1184;t;t;uuuu;t;y;45.83
10;3.5;1185;t;t;wwww;t;y;39
0;0.665;1186;f;t;wwww;f;y;22.08
2;4.75;1187;f;t;wwww;t;y;28.25
0;3;1188;f;t;uuuu;f;y;18.83
5;2.5;1189;t;t;uuuu;t;y;28.67
0;2.46;1190;f;f;uuuu;f;y;22.5
0;6.5;1191;f;t;wwww;f;y;
1;2.54;1192;f;t;uuuu;t;y;28.5
0;1.5;1193;f;t;wwww;f;y;19.17
3;2.5;1194;f;t;uuuu;t;y;21.5
0;0;1195;t;f;wwww;f;y;17.5
1;5.25;1196;f;t;wwww;t;y;26.67
2;3.25;1197;f;t;wwww;t;y;34.42
0;0;1198;t;t;wwww;f;y;73.42
2;0.5;1199;t;t;uuuu;t;y;23
11;1.085;1200;t;t;wwww;t;y;23.08
7;1.46;1201;f;t;wwww;t;y;19.42
0;0.835;1202;t;t;wwww;f;y;23.33
0;12.75;1203;t;t;wwww;f;y;42.17
0;1.5;1204;f;f;wwww;f;y;21.25
0;0.085;1205;t;f;wwww;f;y;34.17
6;7.875;1206;t;t;uuuu;t;y;47.75
0;2.5;1207;f;t;uuuu;f;y;44.33
16;6.5;1208;f;t;wwww;t;y;39.5
3;0.5;1209;t;t;uuuu;t;y;41.17
0;4.335;1210;f;t;wwww;f;y;29.92
0;0;1211;f;f;wwww;f;y;23.17
7;4.5;1212;f;t;wwww;t;y;35.17
7;0.75;1213;f;t;uuuu;t;y;19.17
15;6.29;1214;f;t;wwww;t;y;52.5
1;0.04;1215;f;t;wwww;t;y;39.92
0;3;1216;t;t;wwww;f;y;21.33
4;0.75;1217;f;t;uuuu;t;y;35.75
1;13;1218;t;t;wwww;t;y;67.75
0;5.25;1219;t;t;wwww;f;y;32.67
15;7.585;1220;t;t;wwww;t;y;49.5
8;1.085;1221;t;t;wwww;t;y;21
3;0.96;1222;t;t;wwww;t;y;28.25
1;1.54;1223;t;t;wwww;t;y;34.17
3;6.04;1224;f;t;wwww;t;y;31.92
4;0.54;1225;f;t;uuuu;t;y;29.5
0;0.085;1226;f;t;wwww;f;y;23.17
0;10;1227;t;f;uuuu;f;y;18.08
19;1.835;1228;f;t;uuuu;t;y;24.75
0;0.04;1229;f;t;uuuu;f;y;20.83
2;4.165;1230;t;t;wwww;t;y;28
1;2.25;1231;f;t;wwww;t;y;20.42
6;5.665;1232;f;t;wwww;t;y;28.67
1;0.04;1233;t;t;wwww;t;y;21.92
11;6;1234;f;t;wwww;t;y;43.25
3;1.625;1235;f;t;wwww;t;y;20.42
0;5.125;1236;f;t;wwww;f;y;42
2;1.5;1237;t;t;uuuu;t;y;23.42
0;0.875;1238;f;t;uuuu;f;y;25.17
6;2.25;1239;f;t;wwww;t;y;24.83
2;4.75;1240;f;t;;t;y;24.5
0;1.5;1241;t;f;wwww;f;y;37.5
0;1.5;1242;t;f;wwww;f;y;36.75
8;1.5;1243;t;t;wwww;t;y;28.25
3;5.5;1244;t;t;wwww;t;y;32.75
11;1;1245;f;t;uuuu;t;y;17.83
7;2.29;1246;t;t;uuuu;t;y;22.83
2;1.75;1247;t;t;wwww;t;y;13.75
23;0.125;1248;t;t;uuuu;t;y;41
11;2.125;1249;t;t;wwww;t;y;23.08
0;1.71;1250;f;t;wwww;f;y;20.17
3;2.29;1251;t;t;uuuu;t;y;50.08
3;4.25;1252;t;t;wwww;t;y;27
6;2.5;1253;f;t;wwww;t;y;38.17
0;0.375;1254;t;t;wwww;f;y;27
8;7;1255;f;t;wwww;t;y;41.17
11;0;1256;t;t;uuuu;t;y;65.17
0;0;1257;f;f;wwww;f;y;37.58
3;2.375;1258;t;t;wwww;t;y;23.25
6;0.29;1259;f;t;wwww;t;y;21.83
0;1.75;1260;t;t;wwww;f;y;26
8;1.335;1261;t;t;wwww;t;y;31.67
0;8.5;1262;t;t;uuuu;f;y;49.83
6;6.5;1263;f;t;uuuu;t;y;47.42
11;0;1264;f;t;wwww;t;y;51.33
2;0.75;1265;f;t;uuuu;t;y;18.92
0;0.835;1266;f;t;uuuu;f;y;28.42
4;1.25;1267;t;t;wwww;t;y;56.75
13;10;1268;f;t;uuuu;t;y;58.42
0;16;1269;f;t;wwww;f;y;48.33
7;0.75;1270;t;t;wwww;t;y;33.17
7;2.585;1271;f;t;uuuu;t;y;22.42
0;0.085;1272;f;t;uuuu;f;y;18.83
11;0.25;1273;f;t;wwww;t;y;48.58
0;1.25;1274;f;t;wwww;f;y;26.75
9;17.5;1275;t;t;wwww;t;y;64.08
3;1.665;1276;t;t;wwww;t;y;20.17
67;1.21;1277;t;t;wwww;t;y;25.67
0;1.335;1278;f;t;wwww;f;y;22.67
16;7;1279;f;t;wwww;t;y;31.33
40;28.5;1280;f;t;wwww;t;y;56.42
12;1.5;1281;t;t;uuuu;t;y;24.75
1;1.25;1282;f;t;uuuu;t;y;24.08
0;11;1283;t;t;wwww;f;y;28.33
2;5;1284;f;t;uuuu;t;y;26.92
0;5.75;1285;t;t;wwww;f;y;27.67
0;0.085;1286;t;t;wwww;f;y;38.67
16;1.085;1287;f;t;uuuu;t;y;32.17
12;5.5;1288;t;t;wwww;t;y;32.67
9;12.5;1289;f;t;wwww;t;y;48.75
1;2.25;1290;t;t;wwww;t;y;21
12;15.5;1291;f;t;wwww;t;y;48.17
14;10;1292;t;t;wwww;t;y;39.33
0;0.25;1293;t;t;uuuu;f;y;25.08
0;0.25;1294;t;t;wwww;f;y;23.25
1;2;1295;f;t;uuuu;t;y;30.67
0;0;1296;t;f;wwww;f;y;19.17
1;1;1297;f;f;;t;y;20.08
0;9;1298;t;t;wwww;f;y;36.67
1;0.46;1299;f;t;wwww;t;y;23.17
2;1.5;1300;f;t;uuuu;t;y;15.83
5;1.75;1301;t;t;wwww;t;y;16.08
9;5.165;1302;t;t;uuuu;t;y;47
0;0;1303;f;f;uuuu;f;y;71.58
4;0.5;1304;f;t;uuuu;t;y;21.25
7;20;1305;t;t;wwww;t;y;65.42
11;2;1306;t;t;wwww;t;y;20.5
5;5;1307;f;t;wwww;t;y;55.92
0;0;1308;t;t;wwww;f;y;34.92
17;15;1309;t;t;wwww;t;y;56.58
3;1;1310;f;t;wwww;t;y;25.17
1;1.665;1311;t;t;wwww;t;y;25.08
6;14;1312;t;t;wwww;t;y;57.83
6;7.5;1313;t;t;wwww;t;y;34.92
6;4.25;1314;f;t;wwww;t;y;33.58
0;0.04;1315;f;t;uuuu;f;y;22.92
0;1.5;1316;f;t;uuuu;f;y;24.5
0;0;1317;f;t;wwww;f;y;20.25
2;1.5;1318;f;t;wwww;t;y;18.5
7;0.625;1319;f;t;wwww;t;y;25.17
0;5;1320;t;t;wwww;f;y;44.33
0;0.5;1321;f;t;wwww;f;y;18.08
0;11;1322;t;t;uuuu;f;y;60.58
0;3.5;1323;f;f;wwww;f;y;41.5
0;0.875;1324;t;t;uuuu;f;y;25.75
5;5.04;1325;t;t;wwww;t;y;29.25
11;2;1326;f;t;uuuu;t;y;36
9;3;1327;f;t;wwww;t;y;31.67
15;18;1328;t;t;wwww;t;y;60.08
1;2;1329;f;t;wwww;t;y;22.33
1;3.5;1330;f;t;wwww;t;y;40
1;1.625;1331;t;t;wwww;t;y;35.17
0;15;1332;f;t;wwww;f;y;41.33
1;0.335;1333;t;t;uuuu;t;y;20.75
0;2.5;1334;t;t;wwww;f;y;32.08
3;5;1335;t;t;wwww;t;y;
6;1.875;1336;f;t;wwww;t;y;23.92
10;3.17;1337;f;t;uuuu;t;y;23.25
11;0.415;1338;t;t;uuuu;t;y;46.67
6;3.5;1339;f;t;uuuu;t;y;25
3;0.25;1340;f;t;wwww;t;y;25.5
5;2.71;1341;f;t;uuuu;t;y;18.75
5;8.5;1342;t;t;uuuu;t;y;23.5
12;4.5;1343;t;t;wwww;t;y;34.17
5;3.75;1344;t;t;wwww;t;y;27.83
0;5;1345;t;t;uuuu;f;y;36.75
1;2.75;1346;f;t;uuuu;t;y;47.25
0;0.375;1347;f;f;uuuu;f;y;33.67
1;14;1348;t;t;wwww;t;y;45
0;6.5;1349;t;t;wwww;f;y;33.17
0;1.04;1350;t;t;uuuu;f;y;25
5;1;1351;t;t;wwww;t;y;26.67
0;0.125;1352;t;t;wwww;f;y;48.5
0;0.04;1353;t;t;wwww;f;y;37.42
0;0.21;1354;f;f;wwww;f;y;18
15;0;1355;f;t;uuuu;t;y;56.5
5;1.46;1356;t;t;wwww;t;y;25.75
5;0.415;1357;t;t;uuuu;t;y;22.58
1;2.04;1358;t;t;wwww;t;y;33.17
0;0.04;1359;t;t;wwww;f;y;32
0;1.75;1360;f;t;uuuu;f;y;40.83
0;0.125;1361;t;t;wwww;f;y;59.67
0;3.165;1362;t;t;wwww;f;y;42.5
0;0;1363;f;t;uuuu;f;y;28.08
0;0.125;1364;t;t;uuuu;f;y;37.75
5;8.665;1365;f;t;wwww;t;y;53.92
20;15;1366;f;t;wwww;t;y;47.67
0;0.835;1367;f;t;wwww;f;y;23.25
0;2.585;1368;f;t;wwww;f;y;22.67
11;14.415;1369;t;t;wwww;t;y;54.58
0;7.415;1370;t;t;wwww;f;y;34.25
3;2;1371;t;t;wwww;t;y;27.58
0;0;1372;f;t;uuuu;f;y;46
4;4;1373;f;t;uuuu;t;y;60.92
2;13.875;1374;t;t;uuuu;t;y;47.42
12;4.25;1375;t;t;wwww;t;y;37.33
0;0;1376;f;f;uuuu;f;y;25.58
1;1.585;1377;f;t;uuuu;t;y;20.42
3;7.375;1378;t;t;uuuu;t;y;44.17
9;5.375;1379;t;t;wwww;t;y;34.75
0;2.5;1380;f;t;wwww;f;y;20.5
0;2.25;1381;t;f;wwww;f;y;22.67
0;2.165;1382;t;f;wwww;f;y;22.08
0;4.58;1383;f;t;wwww;f;y;42.83
4;1;1384;t;t;uuuu;t;y;18.92
3;0.165;1385;f;t;uuuu;t;y;20.67
0;0.04;1386;f;t;uuuu;f;y;32.33
11;5.335;1387;f;t;wwww;t;y;28.92
14;5.5;1388;f;t;uuuu;t;y;52.83
5;2.085;1389;f;t;uuuu;t;y;20.67
6;2.5;1390;f;t;wwww;t;y;36.25
4;1;1391;f;t;uuuu;t;y;20.33
0;0.25;1392;f;t;wwww;f;y;25.75
4;0.585;1393;f;t;uuuu;t;y;28.17
0;0.165;1394;f;f;wwww;f;y;23.92
0;8;1395;t;t;wwww;f;y;56
2;0.71;1396;t;t;uuuu;t;y;20.75
7;4;1397;t;t;uuuu;t;y;30.5
7;5;1398;t;t;uuuu;t;y;45.83
10;3.5;1399;t;t;wwww;t;y;39
0;0.665;1400;f;t;wwww;f;y;22.08
2;4.75;1401;f;t;wwww;t;y;28.25
0;3;1402;f;t;uuuu;f;y;18.83
5;2.5;1403;t;t;uuuu;t;y;28.67
0;2.46;1404;f;f;uuuu;f;y;22.5
0;6.5;1405;f;t;wwww;f;y;
1;2.54;1406;f;t;uuuu;t;y;28.5
0;1.5;1407;f;t;wwww;f;y;19.17
3;2.5;1408;f;t;uuuu;t;y;21.5
0;0;1409;t;f;wwww;f;y;17.5
1;5.25;1410;f;t;wwww;t;y;26.67
2;3.25;1411;f;t;wwww;t;y;34.42
0;0;1412;t;t;wwww;f;y;73.42
2;0.5;1413;t;t;uuuu;t;y;23
11;1.085;1414;t;t;wwww;t;y;23.08
7;1.46;1415;f;t;wwww;t;y;19.42
0;0.835;1416;t;t;wwww;f;y;23.33
0;12.75;1417;t;t;wwww;f;y;42.17
0;1.5;1418;f;f;wwww;f;y;21.25
0;0.085;1419;t;f;wwww;f;y;34.17
6;7.875;1420;t;t;uuuu;t;y;47.75
0;2.5;1421;f;t;uuuu;f;y;44.33
16;6.5;1422;f;t;wwww;t;y;39.5
3;0.5;1423;t;t;uuuu;t;y;41.17
0;4.335;1424;f;t;wwww;f;y;29.92
0;0;1425;f;f;wwww;f;y;23.17
7;4.5;1426;f;t;wwww;t;y;35.17
7;0.75;1427;f;t;uuuu;t;y;19.17
15;6.29;1428;f;t;wwww;t;y;52.5
1;0.04;1429;f;t;wwww;t;y;39.92
0;3;1430;t;t;wwww;f;y;21.33
4;0.75;1431;f;t;uuuu;t;y;35.75
1;13;1432;t;t;wwww;t;y;67.75
0;5.25;1433;t;t;wwww;f;y;32.67
15;7.585;1434;t;t;wwww;t;y;49.5
8;1.085;1435;t;t;wwww;t;y;21
3;0.96;1436;t;t;wwww;t;y;28.25
1;1.54;1437;t;t;wwww;t;y;34.17
3;6.04;1438;f;t;wwww;t;y;31.92
4;0.54;1439;f;t;uuuu;t;y;29.5
0;0.085;1440;f;t;wwww;f;y;23.17
0;10;1441;t;f;uuuu;f;y;18.08
19;1.835;1442;f;t;uuuu;t;y;24.75
0;0.04;1443;f;t;uuuu;f;y;20.83
2;4.165;1444;t;t;wwww;t;y;28
1;2.25;1445;f;t;wwww;t;y;20.42
6;5.665;1446;f;t;wwww;t;y;28.67
1;0.04;1447;t;t;wwww;t;y;21.92
11;6;1448;f;t;wwww;t;y;43.25
3;1.625;1449;f;t;wwww;t;y;20.42
0;5.125;1450;f;t;wwww;f;y;42
2;1.5;1451;t;t;uuuu;t;y;23.42
0;0.875;1452;f;t;uuuu;f;y;25.17
6;2.25;1453;f;t;wwww;t;y;24.83
2;4.75;1454;f;t;;t;y;24.5
0;1.5;1455;t;f;wwww;f;y;37.5
0;1.5;1456;t;f;wwww;f;y;36.75
8;1.5;1457;t;t;wwww;t;y;28.25
3;5.5;1458;t;t;wwww;t;y;32.75
11;1;1459;f;t;uuuu;t;y;17.83
7;2.29;1460;t;t;uuuu;t;y;22.83
2;1.75;1461;t;t;wwww;t;y;13.75
23;0.125;1462;t;t;uuuu;t;y;41
11;2.125;1463;t;t;wwww;t;y;23.08
0;1.71;1464;f;t;wwww;f;y;20.17
3;2.29;1465;t;t;uuuu;t;y;50.08
3;4.25;1466;t;t;wwww;t;y;27
6;2.5;1467;f;t;wwww;t;y;38.17
0;0.375;1468;t;t;wwww;f;y;27
8;7;1469;f;t;wwww;t;y;41.17
11;0;1470;t;t;uuuu;t;y;65.17
0;0;1471;f;f;wwww;f;y;37.58
3;2.375;1472;t;t;wwww;t;y;23.25
6;0.29;1473;f;t;wwww;t;y;21.83
0;1.75;1474;t;t;wwww;f;y;26
8;1.335;1475;t;t;wwww;t;y;31.67
0;8.5;1476;t;t;uuuu;f;y;49.83
6;6.5;1477;f;t;uuuu;t;y;47.42
11;0;1478;f;t;wwww;t;y;51.33
2;0.75;1479;f;t;uuuu;t;y;18.92
0;0.835;1480;f;t;uuuu;f;y;28.42
4;1.25;1481;t;t;wwww;t;y;56.75
13;10;1482;f;t;uuuu;t;y;58.42
0;16;1483;f;t;wwww;f;y;48.33
7;0.75;1484;t;t;wwww;t;y;33.17
7;2.585;1485;f;t;uuuu;t;y;22.42
0;0.085;1486;f;t;uuuu;f;y;18.83
11;0.25;1487;f;t;wwww;t;y;48.58
0;1.25;1488;f;t;wwww;f;y;26.75
9;17.5;1489;t;t;wwww;t;y;64.08
3;1.665;1490;t;t;wwww;t;y;20.17
67;1.21;1491;t;t;wwww;t;y;25.67
0;1.335;1492;f;t;wwww;f;y;22.67
16;7;1493;f;t;wwww;t;y;31.33
40;28.5;1494;f;t;wwww;t;y;56.42
12;1.5;1495;t;t;uuuu;t;y;24.75
1;1.25;1496;f;t;uuuu;t;y;24.08
0;11;1497;t;t;wwww;f;y;28.33
2;5;1498;f;t;uuuu;t;y;26.92
0;5.75;1499;t;t;wwww;f;y;27.67
0;0.085;1500;t;t;wwww;f;y;38.67
16;1.085;1501;f;t;uuuu;t;y;32.17
12;5.5;1502;t;t;wwww;t;y;32.67
9;12.5;1503;f;t;wwww;t;y;48.75
1;2.25;1504;t;t;wwww;t;y;21
12;15.5;1505;f;t;wwww;t;y;48.17
14;10;1506;t;t;wwww;t;y;39.33
0;0.25;1507;t;t;uuuu;f;y;25.08
0;0.25;1508;t;t;wwww;f;y;23.25
1;2;1509;f;t;uuuu;t;y;30.67
0;0;1510;t;f;wwww;f;y;19.17
1;1;1511;f;f;;t;y;20.08
0;9;1512;t;t;wwww;f;y;36.67
1;0.46;1513;f;t;wwww;t;y;23.17
2;1.5;1514;f;t;uuuu;t;y;15.83
5;1.75;1515;t;t;wwww;t;y;16.08
9;5.165;1516;t;t;uuuu;t;y;47
0;0;1517;f;f;uuuu;f;y;71.58
4;0.5;1518;f;t;uuuu;t;y;21.25
7;20;1519;t;t;wwww;t;y;65.42
11;2;1520;t;t;wwww;t;y;20.5
5;5;1521;f;t;wwww;t;y;55.92
0;0;1522;t;t;wwww;f;y;34.92
17;15;1523;t;t;wwww;t;y;56.58
3;1;1524;f;t;wwww;t;y;25.17
1;1.665;1525;t;t;wwww;t;y;25.08
6;14;1526;t;t;wwww;t;y;57.83
6;7.5;1527;t;t;wwww;t;y;34.92
6;4.25;1528;f;t;wwww;t;y;33.58
0;0.04;1529;f;t;uuuu;f;y;22.92
0;1.5;1530;f;t;uuuu;f;y;24.5
0;0;1531;f;t;wwww;f;y;20.25
2;1.5;1532;f;t;wwww;t;y;18.5
7;0.625;1533;f;t;wwww;t;y;25.17
0;5;1534;t;t;wwww;f;y;44.33
0;0.5;1535;f;t;wwww;f;y;18.08
0;11;1536;t;t;uuuu;f;y;60.58
0;3.5;1537;f;f;wwww;f;y;41.5
0;0.875;1538;t;t;uuuu;f;y;25.75
5;5.04;1539;t;t;wwww;t;y;29.25
11;2;1540;f;t;uuuu;t;y;36
9;3;1541;f;t;wwww;t;y;31.67
15;18;1542;t;t;wwww;t;y;60.08
1;2;1543;f;t;wwww;t;y;22.33
1;3.5;1544;f;t;wwww;t;y;40
1;1.625;1545;t;t;wwww;t;y;35.17
0;15;1546;f;t;wwww;f;y;41.33
1;0.335;1547;t;t;uuuu;t;y;20.75
0;2.5;1548;t;t;wwww;f;y;32.08
3;5;1549;t;t;wwww;t;y;
6;1.875;1550;f;t;wwww;t;y;23.92
10;3.17;1551;f;t;uuuu;t;y;23.25
11;0.415;1552;t;t;uuuu;t;y;46.67
6;3.5;1553;f;t;uuuu;t;y;25
3;0.25;1554;f;t;wwww;t;y;25.5
5;2.71;1555;f;t;uuuu;t;y;18.75
5;8.5;1556;t;t;uuuu;t;y;23.5
12;4.5;1557;t;t;wwww;t;y;34.17
5;3.75;1558;t;t;wwww;t;y;27.83
0;5;1559;t;t;uuuu;f;y;36.75
1;2.75;1560;f;t;uuuu;t;y;47.25
0;0.375;1561;f;f;uuuu;f;y;33.67
1;14;1562;t;t;wwww;t;y;45
0;6.5;1563;t;t;wwww;f;y;33.17
0;1.04;1564;t;t;uuuu;f;y;25
5;1;1565;t;t;wwww;t;y;26.67
0;0.125;1566;t;t;wwww;f;y;48.5
0;0.04;1567;t;t;wwww;f;y;37.42
0;0.21;1568;f;f;wwww;f;y;18
15;0;1569;f;t;uuuu;t;y;56.5
5;1.46;1570;t;t;wwww;t;y;25.75
5;0.415;1571;t;t;uuuu;t;y;22.58
1;2.04;1572;t;t;wwww;t;y;33.17
0;0.04;1573;t;t;wwww;f;y;32
0;1.75;1574;f;t;uuuu;f;y;40.83
0;0.125;1575;t;t;wwww;f;y;59.67
0;3.165;1576;t;t;wwww;f;y;42.5
0;0;1577;f;t;uuuu;f;y;28.08
0;0.125;1578;t;t;uuuu;f;y;37.75
5;8.665;1579;f;t;wwww;t;y;53.92
20;15;1580;f;t;wwww;t;y;47.67
0;0.835;1581;f;t;wwww;f;y;23.25
0;2.585;1582;f;t;wwww;f;y;22.67
11;14.415;1583;t;t;wwww;t;y;54.58
0;7.415;1584;t;t;wwww;f;y;34.25
3;2;1585;t;t;wwww;t;y;27.58
0;0;1586;f;t;uuuu;f;y;46
4;4;1587;f;t;uuuu;t;y;60.92
2;13.875;1588;t;t;uuuu;t;y;47.42
12;4.25;1589;t;t;wwww;t;y;37.33
0;0;1590;f;f;uuuu;f;y;25.58
1;1.585;1591;f;t;uuuu;t;y;20.42
3;7.375;1592;t;t;uuuu;t;y;44.17
9;5.375;1593;t;t;wwww;t;y;34.75
0;2.5;1594;f;t;wwww;f;y;20.5
0;2.25;1595;t;f;wwww;f;y;22.67
0;2.165;1596;t;f;wwww;f;y;22.08
0;4.58;1597;f;t;wwww;f;y;42.83
4;1;1598;t;t;uuuu;t;y;18.92
3;0.165;1599;f;t;uuuu;t;y;20.67
0;0.04;1600;f;t;uuuu;f;y;32.33
11;5.335;1601;f;t;wwww;t;y;28.92
14;5.5;1602;f;t;uuuu;t;y;52.83
5;2.085;1603;f;t;uuuu;t;y;20.67
6;2.5;1604;f;t;wwww;t;y;36.25
4;1;1605;f;t;uuuu;t;y;20.33
0;0.25;1606;f;t;wwww;f;y;25.75
4;0.585;1607;f;t;uuuu;t;y;28.17
0;0.165;1608;f;f;wwww;f;y;23.92
0;8;1609;t;t;wwww;f;y;56
2;0.71;1610;t;t;uuuu;t;y;20.75
7;4;1611;t;t;uuuu;t;y;30.5
7;5;1612;t;t;uuuu;t;y;45.83
10;3.5;1613;t;t;wwww;t;y;39
0;0.665;1614;f;t;wwww;f;y;22.08
2;4.75;1615;f;t;wwww;t;y;28.25
0;3;1616;f;t;uuuu;f;y;18.83
5;2.5;1617;t;t;uuuu;t;y;28.67
0;2.46;1618;f;f;uuuu;f;y;22.5
0;6.5;1619;f;t;wwww;f;y;
1;2.54;1620;f;t;uuuu;t;y;28.5
0;1.5;1621;f;t;wwww;f;y;19.17
3;2.5;1622;f;t;uuuu;t;y;21.5
0;0;1623;t;f;wwww;f;y;17.5
1;5.25;1624;f;t;wwww;t;y;26.67
2;3.25;1625;f;t;wwww;t;y;34.42
0;0;1626;t;t;wwww;f;y;73.42
2;0.5;1627;t;t;uuuu;t;y;23
11;1.085;1628;t;t;wwww;t;y;23.08
7;1.46;1629;f;t;wwww;t;y;19.42
0;0.835;1630;t;t;wwww;f;y;23.33
0;12.75;1631;t;t;wwww;f;y;42.17
0;1.5;1632;f;f;wwww;f;y;21.25
0;0.085;1633;t;f;wwww;f;y;34.17
6;7.875;1634;t;t;uuuu;t;y;47.75
0;2.5;1635;f;t;uuuu;f;y;44.33
16;6.5;1636;f;t;wwww;t;y;39.5
3;0.5;1637;t;t;uuuu;t;y;41.17
0;4.335;1638;f;t;wwww;f;y;29.92
0;0;1639;f;f;wwww;f;y;23.17
7;4.5;1640;f;t;wwww;t;y;35.17
7;0.75;1641;f;t;uuuu;t;y;19.17
15;6.29;1642;f;t;wwww;t;y;52.5
1;0.04;1643;f;t;wwww;t;y;39.92
0;3;1644;t;t;wwww;f;y;21.33
4;0.75;1645;f;t;uuuu;t;y;35.75
1;13;1646;t;t;wwww;t;y;67.75
0;5.25;1647;t;t;wwww;f;y;32.67
15;7.585;1648;t;t;wwww;t;y;49.5
8;1.085;1649;t;t;wwww;t;y;21
3;0.96;1650;t;t;wwww;t;y;28.25
1;1.54;1651;t;t;wwww;t;y;34.17
3;6.04;1652;f;t;wwww;t;y;31.92
4;0.54;1653;f;t;uuuu;t;y;29.5
0;0.085;1654;f;t;wwww;f;y;23.17
0;10;1655;t;f;uuuu;f;y;18.08
19;1.835;1656;f;t;uuuu;t;y;24.75
0;0.04;1657;f;t;uuuu;f;y;20.83
2;4.165;1658;t;t;wwww;t;y;28
1;2.25;1659;f;t;wwww;t;y;20.42
6;5.665;1660;f;t;wwww;t;y;28.67
1;0.04;1661;t;t;wwww;t;y;21.92
11;6;1662;f;t;wwww;t;y;43.25
3;1.625;1663;f;t;wwww;t;y;20.42
0;5.125;1664;f;t;wwww;f;y;42
2;1.5;1665;t;t;uuuu;t;y;23.42
0;0.875;1666;f;t;uuuu;f;y;25.17
6;2.25;1667;f;t;wwww;t;y;24.83
2;4.75;1668;f;t;;t;y;24.5
0;1.5;1669;t;f;wwww;f;y;37.5
0;1.5;1670;t;f;wwww;f;y;36.75
8;1.5;1671;t;t;wwww;t;y;28.25
3;5.5;1672;t;t;wwww;t;y;32.75
11;1;1673;f;t;uuuu;t;y;17.83
7;2.29;1674;t;t;uuuu;t;y;22.83
2;1.75;1675;t;t;wwww;t;y;13.75
23;0.125;1676;t;t;uuuu;t;y;41
11;2.125;1677;t;t;wwww;t;y;23.08
0;1.71;1678;f;t;wwww;f;y;20.17
3;2.29;1679;t;t;uuuu;t;y;50.08
3;4.25;1680;t;t;wwww;t;y;27
6;2.5;1681;f;t;wwww;t;y;38.17
0;0.375;1682;t;t;wwww;f;y;27
8;7;1683;f;t;wwww;t;y;41.17
11;0;1684;t;t;uuuu;t;y;65.17
0;0;1685;f;f;wwww;f;y;37.58
3;2.375;1686;t;t;wwww;t;y;23.25
6;0.29;1687;f;t;wwww;t;y;21.83
0;1.75;1688;t;t;wwww;f;y;26
8;1.335;1689;t;t;wwww;t;y;31.67
0;8.5;1690;t;t;uuuu;f;y;49.83
6;6.5;1691;f;t;uuuu;t;y;47.42
11;0;1692;f;t;wwww;t;y;51.33
2;0.75;1693;f;t;uuuu;t;y;18.92
0;0.835;1694;f;t;uuuu;f;y;28.42
4;1.25;1695;t;t;wwww;t;y;56.75
13;10;1696;f;t;uuuu;t;y;58.42
0;16;1697;f;t;wwww;f;y;48.33
7;0.75;1698;t;t;wwww;t;y;33.17
7;2.585;1699;f;t;uuuu;t;y;22.42
0;0.085;1700;f;t;uuuu;f;y;18.83
11;0.25;1701;f;t;wwww;t;y;48.58
0;1.25;1702;f;t;wwww;f;y;26.75
9;17.5;1703;t;t;wwww;t;y;64.08
3;1.665;1704;t;t;wwww;t;y;20.17
67;1.21;1705;t;t;wwww;t;y;25.67
0;1.335;1706;f;t;wwww;f;y;22.67
16;7;1707;f;t;wwww;t;y;31.33
40;28.5;1708;f;t;wwww;t;y;56.42
12;1.5;1709;t;t;uuuu;t;y;24.75
1;1.25;1710;f;t;uuuu;t;y;24.08
0;11;1711;t;t;wwww;f;y;28.33
2;5;1712;f;t;uuuu;t;y;26.92
0;5.75;1713;t;t;wwww;f;y;27.67
0;0.085;1714;t;t;wwww;f;y;38.67
16;1.085;1715;f;t;uuuu;t;y;32.17
12;5.5;1716;t;t;wwww;t;y;32.67
9;12.5;1717;f;t;wwww;t;y;48.75
1;2.25;1718;t;t;wwww;t;y;21
12;15.5;1719;f;t;wwww;t;y;48.17
14;10;1720;t;t;wwww;t;y;39.33
0;0.25;1721;t;t;uuuu;f;y;25.08
0;0.25;1722;t;t;wwww;f;y;23.25
1;2;1723;f;t;uuuu;t;y;30.67
0;0;1724;t;f;wwww;f;y;19.17
1;1;1725;f;f;;t;y;20.08
0;9;1726;t;t;wwww;f;y;36.67
1;0.46;1727;f;t;wwww;t;y;23.17
2;1.5;1728;f;t;uuuu;t;y;15.83
5;1.75;1729;t;t;wwww;t;y;16.08
9;5.165;1730;t;t;uuuu;t;y;47
0;0;1731;f;f;uuuu;f;y;71.58
4;0.5;1732;f;t;uuuu;t;y;21.25
7;20;1733;t;t;wwww;t;y;65.42
11;2;1734;t;t;wwww;t;y;20.5
5;5;1735;f;t;wwww;t;y;55.92
0;0;1736;t;t;wwww;f;y;34.92
17;15;1737;t;t;wwww;t;y;56.58
3;1;1738;f;t;wwww;t;y;25.17
1;1.665;1739;t;t;wwww;t;y;25.08
6;14;1740;t;t;wwww;t;y;57.83
6;7.5;1741;t;t;wwww;t;y;34.92
