ID;UKL;GJAH;ZIK;HUI;ERZ;CDx;BJZHD;NKJUD;LPI;BJKG
1974;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;yy
1975;97;oooo;x;oooo;www;50.0;ee;80.0;800000.0;hhhh
1976;158;oooo;;oooo;www;0.0;ooo;360.0;3600000.0;qqqq
1977;158;oooo;x;oooo;www;2279.0;zzz;290.0;2900000.0;qqqq
1978;12;oooo;x;oooo;www;327.0;yyy;200.0;2000000.0;hhhh
1979;65;oooo;;oooo;www;245.0;sss;120.0;1200000.0;qqqq
1980;157;oooo;;oooo;www;6.0;ee;440.0;4400000.0;hhhh
1981;113;oooo;x;oooo;www;458.0;ee;400.0;4000000.0;hhhh
1982;154;oooo;x;oooo;www;15108.0;ooo;260.0;2600000.0;qqqq
1983;74;oooo;x;oooo;www;26726.0;sss;;;qqqq
1984;179;oooo;x;oooo;www;0.0;sss;120.0;1200000.0;qqqq
1985;82;oooo;;oooo;www;221.0;vvvv;0.0;0.0;qqqq
1986;13;oooo;;oooo;www;3.0;yyy;100.0;1000000.0;qqqq
1987;57;oooo;y;oooo;www;4000.0;ggg;0.0;0.0;qqqq
1988;171;oooo;;oooo;www;892.0;sss;333.0;3330000.0;hhhh
1989;154;oooo;;oooo;www;44.0;ee;300.0;3000000.0;qqqq
1990;80;oooo;x;oooo;www;2000.0;ee;88.0;880000.0;hhhh
1991;2;oooo;;oooo;www;31285.0;xxx;164.0;1640000.0;hhhh
1992;176;oooo;y;oooo;www;5860.0;zzz;160.0;1600000.0;hhhh
1993;17;rrr;;oooo;pppp;5777.0;vvvv;160.0;1600000.0;qqqq
1994;46;oooo;;oooo;www;0.0;ooo;225.0;2250000.0;qqqq
1995;19;oooo;;oooo;www;5800.0;yyy;400.0;4000000.0;qqqq
1996;145;oooo;y;oooo;www;40.0;sss;200.0;2000000.0;ppp
1997;129;oooo;x;oooo;www;247.0;lll;0.0;0.0;hh
1998;164;oooo;x;oooo;www;0.0;vvvv;312.0;3120000.0;qqqq
1999;99;oooo;;oooo;www;560.0;sss;0.0;0.0;qqqq
2000;34;rrr;x;oooo;pppp;18027.0;vvvv;180.0;1800000.0;hhhh
2001;17;rrr;;oooo;pppp;0.0;ggg;393.0;3930000.0;hhhh
2002;91;oooo;;oooo;www;837.0;sss;29.0;290000.0;hhhh
2003;13;oooo;y;oooo;www;0.0;sss;260.0;2600000.0;qqqq
2004;54;rrr;;oooo;pppp;1442.0;yyy;52.0;520000.0;qqqq
2005;127;rrr;;oooo;pppp;13212.0;ggg;0.0;0.0;bbb
2006;60;oooo;y;oooo;www;0.0;sss;228.0;2280000.0;qqqq
2007;88;oooo;;oooo;www;0.0;ggg;0.0;0.0;qqqq
2008;151;oooo;x;oooo;www;15000.0;vvvv;0.0;0.0;yy
2009;147;oooo;y;uuu;www;0.0;vvvv;300.0;3000000.0;qqqq
2010;28;rrr;y;oooo;pppp;0.0;vvvv;0.0;0.0;hhhh
2011;85;oooo;;oooo;www;300.0;hh;30.0;300000.0;hh
2012;155;oooo;;oooo;www;0.0;ee;0.0;0.0;hhhh
2013;19;rrr;;oooo;pppp;560.0;ee;370.0;3700000.0;qqqq
2014;158;oooo;;oooo;www;960.0;lll;100.0;1000000.0;lll
2015;163;oooo;x;oooo;www;99.0;ee;0.0;0.0;qqqq
2016;155;oooo;;oooo;www;1704.0;zzz;519.0;5190000.0;qqqq
2017;68;oooo;;oooo;www;0.0;ooo;93.0;930000.0;hhhh
2018;1;;;rrr;;0.0;;;;
2019;174;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
2020;69;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
2021;127;oooo;;oooo;www;134.0;xxx;0.0;0.0;ppp
2022;91;rrr;;uuu;pppp;0.0;vvvv;40.0;400000.0;qqqq
2023;145;oooo;;uuu;www;0.0;vvvv;0.0;0.0;lll
2024;175;oooo;;oooo;www;0.0;vvvv;128.0;1280000.0;hhhh
2025;51;oooo;;uuu;www;0.0;sss;0.0;0.0;qqqq
2026;83;rrr;x;oooo;pppp;500.0;vvvv;80.0;800000.0;qqqq
2027;155;oooo;;oooo;www;6.0;sss;100.0;1000000.0;qqqq
2028;160;oooo;y;oooo;www;11177.0;ee;440.0;4400000.0;qqqq
2029;127;oooo;;oooo;www;2283.0;vvvv;0.0;0.0;hhhh
2030;127;oooo;;oooo;www;2200.0;vvvv;0.0;0.0;qqqq
2031;18;oooo;;oooo;www;2503.0;sss;220.0;2200000.0;qqqq
2032;163;oooo;;oooo;www;367.0;vvvv;0.0;0.0;yy
2033;91;oooo;;oooo;www;1465.0;vvvv;50.0;500000.0;hhhh
2034;171;oooo;y;oooo;www;23.0;vvvv;349.0;3490000.0;yy
2035;154;oooo;x;oooo;www;0.0;sss;80.0;800000.0;qqqq
2036;166;oooo;;oooo;www;0.0;vvvv;100.0;1000000.0;qqqq
2037;114;oooo;;oooo;www;2028.0;mmm;24.0;240000.0;hhhh
2038;95;oooo;x;oooo;www;0.0;sss;49.0;490000.0;qqqq
2039;68;oooo;x;oooo;www;3065.0;vvvv;0.0;0.0;yy
2040;98;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
2041;163;oooo;x;oooo;www;0.0;ee;0.0;0.0;qqqq
2042;101;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
2043;57;oooo;;oooo;www;7.0;zzz;420.0;4200000.0;qqqq
2044;47;rrr;y;oooo;pppp;0.0;vvvv;240.0;2400000.0;hhhh
2045;2;oooo;;oooo;www;1430.0;vvvv;300.0;3000000.0;qqqq
2046;79;rrr;y;oooo;pppp;0.0;zzz;164.0;1640000.0;qqqq
2047;98;oooo;y;oooo;www;0.0;zzz;0.0;0.0;qqqq
2048;34;rrr;;oooo;pppp;0.0;zzz;70.0;700000.0;hhhh
2049;86;oooo;;oooo;www;2206.0;yyy;120.0;1200000.0;qqqq
2050;168;oooo;x;oooo;www;918.0;ee;80.0;800000.0;qqqq
2051;139;ii;y;rrr;nnn;100000.0;hh;450.0;4500000.0;qqq
2052;30;rrr;;oooo;pppp;0.0;ee;211.0;2110000.0;qqqq
2053;46;oooo;x;oooo;www;610.0;kkk;274.0;2740000.0;yy
2054;132;oooo;y;oooo;www;0.0;hh;0.0;0.0;hh
2055;109;oooo;;oooo;www;551.0;zzz;300.0;3000000.0;hhhh
2056;27;oooo;;oooo;www;2184.0;vvvv;60.0;600000.0;qqqq
2057;68;oooo;x;oooo;www;2954.0;yyy;80.0;800000.0;hhhh
2058;108;rrr;;oooo;pppp;300.0;yyy;160.0;1600000.0;qqqq
2059;55;oooo;;oooo;www;0.0;sss;92.0;920000.0;hhhh
2060;12;oooo;;oooo;www;8.0;yyy;150.0;1500000.0;qqqq
2061;58;oooo;;oooo;www;6.0;yyy;290.0;2900000.0;qqqq
2062;177;oooo;x;oooo;www;1260.0;vvvv;0.0;0.0;qqqq
2063;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
2064;46;oooo;x;oooo;www;1210.0;vvvv;117.0;1170000.0;yy
2065;68;oooo;;oooo;www;0.0;sss;145.0;1450000.0;qqqq
2066;18;oooo;y;oooo;www;200.0;vvvv;260.0;2600000.0;hhhh
2067;1;;y;rrr;;0.0;;;;
2068;27;oooo;x;oooo;www;1270.0;mmm;150.0;1500000.0;qqqq
2069;81;oooo;;oooo;www;0.0;ee;96.0;960000.0;hhhh
2070;68;oooo;x;oooo;www;11202.0;mmm;0.0;0.0;qqqq
2071;67;oooo;x;oooo;www;300.0;sss;200.0;2000000.0;qqqq
2072;98;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
2073;178;oooo;x;oooo;www;1583.0;ee;0.0;0.0;qqqq
2074;60;oooo;x;oooo;www;0.0;ggg;0.0;0.0;bbb
2075;179;rrr;y;oooo;pppp;0.0;yyy;154.0;1540000.0;hhhh
2076;75;oooo;x;oooo;www;5000.0;kkk;0.0;0.0;yy
2077;155;rrr;x;oooo;pppp;1.0;yyy;160.0;1600000.0;qqqq
2078;176;oooo;x;oooo;www;0.0;ooo;396.0;3960000.0;qqqq
2079;13;oooo;;oooo;www;50000.0;ee;520.0;5200000.0;qqqq
2080;48;oooo;;oooo;www;300.0;ee;311.0;3110000.0;hhhh
2081;157;oooo;;oooo;www;500.0;mmm;380.0;3800000.0;qqqq
2082;1;oooo;y;oooo;www;0.0;ee;0.0;0.0;qqqq
2083;154;ii;y;uuu;nnn;0.0;ee;300.0;3000000.0;hh
2084;155;oooo;;oooo;www;500.0;sss;0.0;0.0;hhhh
2085;155;oooo;y;oooo;www;0.0;ee;100.0;1000000.0;qqqq
2086;152;oooo;;oooo;www;0.0;mmm;181.0;1810000.0;hhhh
2087;18;oooo;;oooo;www;150.0;vvvv;100.0;1000000.0;qqqq
2088;84;oooo;x;oooo;www;168.0;sss;381.0;3810000.0;hhhh
2089;160;rrr;x;oooo;pppp;59.0;zzz;840.0;8400000.0;qqqq
2090;155;oooo;;oooo;www;0.0;sss;80.0;800000.0;hhhh
2091;173;oooo;;oooo;www;1391.0;vvvv;200.0;2000000.0;qqqq
2092;148;oooo;;oooo;www;0.0;kkk;400.0;4000000.0;hhhh
2093;172;rrr;;oooo;pppp;400.0;sss;80.0;800000.0;qqqq
2094;33;oooo;;oooo;www;0.0;zzz;360.0;3600000.0;hhhh
2095;31;oooo;;oooo;www;600.0;vvvv;;;qqqq
2096;116;oooo;;oooo;www;444.0;vvvv;73.0;730000.0;yy
2097;5;rrr;;oooo;pppp;0.0;yyy;431.0;4310000.0;qqqq
2098;144;rrr;y;oooo;pppp;113.0;vvvv;232.0;2320000.0;qqqq
2099;55;rrr;x;oooo;pppp;7.0;vvvv;144.0;1440000.0;yy
2100;12;oooo;x;oooo;www;0.0;ee;0.0;0.0;hhhh
2101;101;oooo;;oooo;www;3000.0;zzz;0.0;0.0;hhhh
2102;24;oooo;x;oooo;www;2384.0;sss;140.0;1400000.0;hhhh
2103;158;rrr;;oooo;pppp;1000.0;yyy;120.0;1200000.0;qqqq
2104;19;rrr;;oooo;pppp;1236.0;sss;455.0;4550000.0;hhhh
2105;106;oooo;;oooo;www;284.0;yyy;290.0;2900000.0;hhhh
2106;61;oooo;;uuu;www;0.0;yyy;120.0;1200000.0;qqqq
2107;115;oooo;;oooo;www;0.0;ee;156.0;1560000.0;qqqq
2108;171;oooo;x;oooo;www;150.0;vvvv;312.0;3120000.0;hhhh
2109;93;oooo;x;oooo;www;196.0;zzz;520.0;5200000.0;qqqq
2110;12;rrr;;oooo;pppp;1065.0;yyy;260.0;2600000.0;qqqq
2111;43;oooo;x;oooo;www;0.0;ee;320.0;3200000.0;hhhh
2112;123;oooo;;oooo;www;1400.0;hh;0.0;0.0;hh
2113;1;;;rrr;;0.0;;;;
2114;12;oooo;;oooo;www;582.0;sss;0.0;0.0;qqqq
2115;101;oooo;;oooo;www;0.0;zzz;121.0;1210000.0;qqqq
2116;147;oooo;;oooo;www;0.0;sss;280.0;2800000.0;qqqq
2117;175;oooo;x;oooo;www;3290.0;zzz;303.0;3030000.0;qqqq
2118;120;oooo;;oooo;www;0.0;mmm;0.0;0.0;hhhh
2119;177;oooo;x;oooo;www;51100.0;ggg;375.0;3750000.0;yy
2120;91;oooo;;oooo;www;1249.0;kkk;0.0;0.0;yy
2121;179;oooo;;oooo;www;591.0;ee;88.0;880000.0;qqqq
2122;40;oooo;y;uuu;www;0.0;yyy;280.0;2800000.0;qqqq
2123;112;oooo;;oooo;www;0.0;ooo;200.0;2000000.0;qqqq
2124;138;oooo;;oooo;www;6700.0;kkk;0.0;0.0;yy
2125;110;oooo;y;uuu;www;0.0;ooo;110.0;1100000.0;qqqq
2126;147;oooo;;oooo;www;4071.0;zzz;340.0;3400000.0;qqqq
2127;62;oooo;x;oooo;www;3257.0;sss;129.0;1290000.0;qqqq
2128;87;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
2129;148;rrr;;oooo;pppp;2732.0;mmm;380.0;3800000.0;qqqq
2130;5;oooo;y;oooo;www;5298.0;zzz;0.0;0.0;hhhh
2131;137;oooo;x;oooo;www;1000.0;zzz;0.0;0.0;hhhh
2132;83;oooo;;oooo;www;28.0;vvvv;40.0;400000.0;qqqq
2133;114;oooo;;oooo;www;258.0;ee;140.0;1400000.0;qqqq
2134;98;oooo;;oooo;www;0.0;sss;100.0;1000000.0;hhhh
2135;136;oooo;x;oooo;www;5000.0;vvvv;0.0;0.0;qqqq
2136;143;rrr;x;oooo;pppp;15.0;vvvv;0.0;0.0;qqqq
2137;114;oooo;;oooo;www;567.0;ee;120.0;1200000.0;qqqq
2138;164;oooo;;oooo;www;678.0;sss;0.0;0.0;hhhh
2139;163;oooo;y;oooo;www;0.0;yyy;70.0;700000.0;qqqq
2140;119;oooo;;oooo;www;5000.0;sss;0.0;0.0;hhhh
2141;122;oooo;;oooo;www;500.0;yyy;487.0;4870000.0;qqqq
2142;149;oooo;y;oooo;www;0.0;mmm;280.0;2800000.0;qqqq
2143;11;oooo;;oooo;www;2079.0;yyy;120.0;1200000.0;qqqq
2144;60;oooo;x;oooo;www;1000.0;sss;408.0;4080000.0;hhhh
2145;80;oooo;x;oooo;www;1655.0;vvvv;181.0;1810000.0;hhhh
2146;53;rrr;;oooo;pppp;300.0;yyy;80.0;800000.0;qqqq
2147;76;oooo;;oooo;www;790.0;yyy;0.0;0.0;hhhh
2148;65;oooo;x;oooo;www;0.0;ee;399.0;3990000.0;hhhh
2149;28;rrr;;oooo;pppp;0.0;ee;370.0;3700000.0;qqqq
2150;158;oooo;;oooo;www;0.0;vvvv;160.0;1600000.0;yy
2151;110;oooo;;oooo;www;19.0;vvvv;220.0;2200000.0;qqqq
2152;1;rrr;;uuu;pppp;1.0;ooo;500.0;5000000.0;yy
2153;144;oooo;x;oooo;www;768.0;sss;240.0;2400000.0;qqqq
2154;37;oooo;;oooo;www;639.0;sss;102.0;1020000.0;hhhh
2155;103;oooo;x;oooo;www;0.0;zzz;100.0;1000000.0;hhhh
2156;161;oooo;x;oooo;www;0.0;vvvv;100.0;1000000.0;hhhh
2157;171;oooo;x;oooo;www;690.0;vvvv;352.0;3520000.0;qqqq
2158;118;oooo;x;oooo;www;0.0;kkk;0.0;0.0;yy
2159;1;;;rrr;;0.0;;;;
2160;25;oooo;;uuu;www;0.0;kkk;80.0;800000.0;yy
2161;101;oooo;;oooo;www;0.0;ggg;22.0;220000.0;bbb
2162;26;oooo;;oooo;www;3000.0;vvvv;200.0;2000000.0;qqqq
2163;106;oooo;;oooo;www;8851.0;hh;0.0;0.0;hh
2164;27;oooo;y;oooo;www;200.0;yyy;239.0;2390000.0;qqqq
2165;134;oooo;x;oooo;www;0.0;yyy;0.0;0.0;yy
2166;168;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
2167;16;oooo;;oooo;www;20.0;zzz;395.0;3950000.0;qqqq
2168;71;oooo;;oooo;www;1332.0;ooo;360.0;3600000.0;qqqq
2169;163;oooo;;oooo;www;1000.0;zzz;0.0;0.0;hhhh
2170;31;oooo;;oooo;www;0.0;ooo;204.0;2040000.0;qqqq
2171;107;oooo;;oooo;www;1349.0;ee;80.0;800000.0;qqqq
2172;164;oooo;;oooo;www;824.0;sss;280.0;2800000.0;hhhh
2173;90;oooo;;oooo;www;0.0;ggg;0.0;0.0;yy
2174;152;oooo;;oooo;www;300.0;kkk;120.0;1200000.0;qqqq
2175;40;oooo;x;oooo;www;7059.0;ee;0.0;0.0;qqqq
2176;164;oooo;;oooo;www;0.0;kkk;320.0;3200000.0;hhhh
2177;60;oooo;;oooo;www;0.0;mmm;80.0;800000.0;qqqq
2178;131;oooo;;oooo;www;10561.0;sss;21.0;210000.0;qqqq
2179;13;oooo;;oooo;www;0.0;kkk;216.0;2160000.0;yy
2180;164;oooo;;oooo;www;0.0;vvvv;491.0;4910000.0;hhhh
2181;126;oooo;x;oooo;www;0.0;ee;168.0;1680000.0;qqqq
2182;147;oooo;x;oooo;www;456.0;vvvv;0.0;0.0;qqqq
2183;130;oooo;x;oooo;www;730.0;yyy;250.0;2500000.0;qqqq
2184;124;oooo;x;oooo;www;1000.0;hh;0.0;0.0;hh
2185;101;oooo;;oooo;www;278.0;yyy;80.0;800000.0;qqqq
2186;68;oooo;;oooo;www;500.0;ee;0.0;0.0;yy
2187;140;oooo;;oooo;www;500.0;zzz;515.0;5150000.0;hhhh
2188;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;yy
2189;97;oooo;x;oooo;www;50.0;ee;80.0;800000.0;hhhh
2190;158;oooo;;oooo;www;0.0;ooo;360.0;3600000.0;qqqq
2191;158;oooo;x;oooo;www;2279.0;zzz;290.0;2900000.0;qqqq
2192;12;oooo;x;oooo;www;327.0;yyy;200.0;2000000.0;hhhh
2193;65;oooo;;oooo;www;245.0;sss;120.0;1200000.0;qqqq
2194;157;oooo;;oooo;www;6.0;ee;440.0;4400000.0;hhhh
2195;113;oooo;x;oooo;www;458.0;ee;400.0;4000000.0;hhhh
2196;154;oooo;x;oooo;www;15108.0;ooo;260.0;2600000.0;qqqq
2197;74;oooo;x;oooo;www;26726.0;sss;;;qqqq
2198;179;oooo;x;oooo;www;0.0;sss;120.0;1200000.0;qqqq
2199;82;oooo;;oooo;www;221.0;vvvv;0.0;0.0;qqqq
2200;13;oooo;;oooo;www;3.0;yyy;100.0;1000000.0;qqqq
2201;57;oooo;y;oooo;www;4000.0;ggg;0.0;0.0;qqqq
2202;171;oooo;;oooo;www;892.0;sss;333.0;3330000.0;hhhh
2203;154;oooo;;oooo;www;44.0;ee;300.0;3000000.0;qqqq
2204;80;oooo;x;oooo;www;2000.0;ee;88.0;880000.0;hhhh
2205;2;oooo;;oooo;www;31285.0;xxx;164.0;1640000.0;hhhh
2206;176;oooo;y;oooo;www;5860.0;zzz;160.0;1600000.0;hhhh
2207;17;rrr;;oooo;pppp;5777.0;vvvv;160.0;1600000.0;qqqq
2208;46;oooo;;oooo;www;0.0;ooo;225.0;2250000.0;qqqq
2209;19;oooo;;oooo;www;5800.0;yyy;400.0;4000000.0;qqqq
2210;145;oooo;y;oooo;www;40.0;sss;200.0;2000000.0;ppp
2211;129;oooo;x;oooo;www;247.0;lll;0.0;0.0;hh
2212;164;oooo;x;oooo;www;0.0;vvvv;312.0;3120000.0;qqqq
2213;99;oooo;;oooo;www;560.0;sss;0.0;0.0;qqqq
2214;34;rrr;x;oooo;pppp;18027.0;vvvv;180.0;1800000.0;hhhh
2215;17;rrr;;oooo;pppp;0.0;ggg;393.0;3930000.0;hhhh
2216;91;oooo;;oooo;www;837.0;sss;29.0;290000.0;hhhh
2217;13;oooo;y;oooo;www;0.0;sss;260.0;2600000.0;qqqq
2218;54;rrr;;oooo;pppp;1442.0;yyy;52.0;520000.0;qqqq
2219;127;rrr;;oooo;pppp;13212.0;ggg;0.0;0.0;bbb
2220;60;oooo;y;oooo;www;0.0;sss;228.0;2280000.0;qqqq
2221;88;oooo;;oooo;www;0.0;ggg;0.0;0.0;qqqq
2222;151;oooo;x;oooo;www;15000.0;vvvv;0.0;0.0;yy
2223;147;oooo;y;uuu;www;0.0;vvvv;300.0;3000000.0;qqqq
2224;28;rrr;y;oooo;pppp;0.0;vvvv;0.0;0.0;hhhh
2225;85;oooo;;oooo;www;300.0;hh;30.0;300000.0;hh
2226;155;oooo;;oooo;www;0.0;ee;0.0;0.0;hhhh
2227;19;rrr;;oooo;pppp;560.0;ee;370.0;3700000.0;qqqq
2228;158;oooo;;oooo;www;960.0;lll;100.0;1000000.0;lll
2229;163;oooo;x;oooo;www;99.0;ee;0.0;0.0;qqqq
2230;155;oooo;;oooo;www;1704.0;zzz;519.0;5190000.0;qqqq
2231;68;oooo;;oooo;www;0.0;ooo;93.0;930000.0;hhhh
2232;1;;;rrr;;0.0;;;;
2233;174;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
2234;69;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
2235;127;oooo;;oooo;www;134.0;xxx;0.0;0.0;ppp
2236;91;rrr;;uuu;pppp;0.0;vvvv;40.0;400000.0;qqqq
2237;145;oooo;;uuu;www;0.0;vvvv;0.0;0.0;lll
2238;175;oooo;;oooo;www;0.0;vvvv;128.0;1280000.0;hhhh
2239;51;oooo;;uuu;www;0.0;sss;0.0;0.0;qqqq
2240;83;rrr;x;oooo;pppp;500.0;vvvv;80.0;800000.0;qqqq
2241;155;oooo;;oooo;www;6.0;sss;100.0;1000000.0;qqqq
2242;160;oooo;y;oooo;www;11177.0;ee;440.0;4400000.0;qqqq
2243;127;oooo;;oooo;www;2283.0;vvvv;0.0;0.0;hhhh
2244;127;oooo;;oooo;www;2200.0;vvvv;0.0;0.0;qqqq
2245;18;oooo;;oooo;www;2503.0;sss;220.0;2200000.0;qqqq
2246;163;oooo;;oooo;www;367.0;vvvv;0.0;0.0;yy
2247;91;oooo;;oooo;www;1465.0;vvvv;50.0;500000.0;hhhh
2248;171;oooo;y;oooo;www;23.0;vvvv;349.0;3490000.0;yy
2249;154;oooo;x;oooo;www;0.0;sss;80.0;800000.0;qqqq
2250;166;oooo;;oooo;www;0.0;vvvv;100.0;1000000.0;qqqq
2251;114;oooo;;oooo;www;2028.0;mmm;24.0;240000.0;hhhh
2252;95;oooo;x;oooo;www;0.0;sss;49.0;490000.0;qqqq
2253;68;oooo;x;oooo;www;3065.0;vvvv;0.0;0.0;yy
2254;98;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
2255;163;oooo;x;oooo;www;0.0;ee;0.0;0.0;qqqq
2256;101;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
2257;57;oooo;;oooo;www;7.0;zzz;420.0;4200000.0;qqqq
2258;47;rrr;y;oooo;pppp;0.0;vvvv;240.0;2400000.0;hhhh
2259;2;oooo;;oooo;www;1430.0;vvvv;300.0;3000000.0;qqqq
2260;79;rrr;y;oooo;pppp;0.0;zzz;164.0;1640000.0;qqqq
2261;98;oooo;y;oooo;www;0.0;zzz;0.0;0.0;qqqq
2262;34;rrr;;oooo;pppp;0.0;zzz;70.0;700000.0;hhhh
2263;86;oooo;;oooo;www;2206.0;yyy;120.0;1200000.0;qqqq
2264;168;oooo;x;oooo;www;918.0;ee;80.0;800000.0;qqqq
2265;139;ii;y;rrr;nnn;100000.0;hh;450.0;4500000.0;qqq
2266;30;rrr;;oooo;pppp;0.0;ee;211.0;2110000.0;qqqq
2267;46;oooo;x;oooo;www;610.0;kkk;274.0;2740000.0;yy
2268;132;oooo;y;oooo;www;0.0;hh;0.0;0.0;hh
2269;109;oooo;;oooo;www;551.0;zzz;300.0;3000000.0;hhhh
2270;27;oooo;;oooo;www;2184.0;vvvv;60.0;600000.0;qqqq
2271;68;oooo;x;oooo;www;2954.0;yyy;80.0;800000.0;hhhh
2272;108;rrr;;oooo;pppp;300.0;yyy;160.0;1600000.0;qqqq
2273;55;oooo;;oooo;www;0.0;sss;92.0;920000.0;hhhh
2274;12;oooo;;oooo;www;8.0;yyy;150.0;1500000.0;qqqq
2275;58;oooo;;oooo;www;6.0;yyy;290.0;2900000.0;qqqq
2276;177;oooo;x;oooo;www;1260.0;vvvv;0.0;0.0;qqqq
2277;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
2278;46;oooo;x;oooo;www;1210.0;vvvv;117.0;1170000.0;yy
2279;68;oooo;;oooo;www;0.0;sss;145.0;1450000.0;qqqq
2280;18;oooo;y;oooo;www;200.0;vvvv;260.0;2600000.0;hhhh
2281;1;;y;rrr;;0.0;;;;
2282;27;oooo;x;oooo;www;1270.0;mmm;150.0;1500000.0;qqqq
2283;81;oooo;;oooo;www;0.0;ee;96.0;960000.0;hhhh
2284;68;oooo;x;oooo;www;11202.0;mmm;0.0;0.0;qqqq
2285;67;oooo;x;oooo;www;300.0;sss;200.0;2000000.0;qqqq
2286;98;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
2287;178;oooo;x;oooo;www;1583.0;ee;0.0;0.0;qqqq
2288;60;oooo;x;oooo;www;0.0;ggg;0.0;0.0;bbb
2289;179;rrr;y;oooo;pppp;0.0;yyy;154.0;1540000.0;hhhh
2290;75;oooo;x;oooo;www;5000.0;kkk;0.0;0.0;yy
2291;155;rrr;x;oooo;pppp;1.0;yyy;160.0;1600000.0;qqqq
2292;176;oooo;x;oooo;www;0.0;ooo;396.0;3960000.0;qqqq
2293;13;oooo;;oooo;www;50000.0;ee;520.0;5200000.0;qqqq
2294;48;oooo;;oooo;www;300.0;ee;311.0;3110000.0;hhhh
2295;157;oooo;;oooo;www;500.0;mmm;380.0;3800000.0;qqqq
2296;1;oooo;y;oooo;www;0.0;ee;0.0;0.0;qqqq
2297;154;ii;y;uuu;nnn;0.0;ee;300.0;3000000.0;hh
2298;155;oooo;;oooo;www;500.0;sss;0.0;0.0;hhhh
2299;155;oooo;y;oooo;www;0.0;ee;100.0;1000000.0;qqqq
2300;152;oooo;;oooo;www;0.0;mmm;181.0;1810000.0;hhhh
2301;18;oooo;;oooo;www;150.0;vvvv;100.0;1000000.0;qqqq
2302;84;oooo;x;oooo;www;168.0;sss;381.0;3810000.0;hhhh
2303;160;rrr;x;oooo;pppp;59.0;zzz;840.0;8400000.0;qqqq
2304;155;oooo;;oooo;www;0.0;sss;80.0;800000.0;hhhh
2305;173;oooo;;oooo;www;1391.0;vvvv;200.0;2000000.0;qqqq
2306;148;oooo;;oooo;www;0.0;kkk;400.0;4000000.0;hhhh
2307;172;rrr;;oooo;pppp;400.0;sss;80.0;800000.0;qqqq
2308;33;oooo;;oooo;www;0.0;zzz;360.0;3600000.0;hhhh
2309;31;oooo;;oooo;www;600.0;vvvv;;;qqqq
2310;116;oooo;;oooo;www;444.0;vvvv;73.0;730000.0;yy
2311;5;rrr;;oooo;pppp;0.0;yyy;431.0;4310000.0;qqqq
2312;144;rrr;y;oooo;pppp;113.0;vvvv;232.0;2320000.0;qqqq
2313;55;rrr;x;oooo;pppp;7.0;vvvv;144.0;1440000.0;yy
2314;12;oooo;x;oooo;www;0.0;ee;0.0;0.0;hhhh
2315;101;oooo;;oooo;www;3000.0;zzz;0.0;0.0;hhhh
2316;24;oooo;x;oooo;www;2384.0;sss;140.0;1400000.0;hhhh
2317;158;rrr;;oooo;pppp;1000.0;yyy;120.0;1200000.0;qqqq
2318;19;rrr;;oooo;pppp;1236.0;sss;455.0;4550000.0;hhhh
2319;106;oooo;;oooo;www;284.0;yyy;290.0;2900000.0;hhhh
2320;61;oooo;;uuu;www;0.0;yyy;120.0;1200000.0;qqqq
2321;115;oooo;;oooo;www;0.0;ee;156.0;1560000.0;qqqq
2322;171;oooo;x;oooo;www;150.0;vvvv;312.0;3120000.0;hhhh
2323;93;oooo;x;oooo;www;196.0;zzz;520.0;5200000.0;qqqq
2324;12;rrr;;oooo;pppp;1065.0;yyy;260.0;2600000.0;qqqq
2325;43;oooo;x;oooo;www;0.0;ee;320.0;3200000.0;hhhh
2326;123;oooo;;oooo;www;1400.0;hh;0.0;0.0;hh
2327;1;;;rrr;;0.0;;;;
2328;12;oooo;;oooo;www;582.0;sss;0.0;0.0;qqqq
2329;101;oooo;;oooo;www;0.0;zzz;121.0;1210000.0;qqqq
2330;147;oooo;;oooo;www;0.0;sss;280.0;2800000.0;qqqq
2331;175;oooo;x;oooo;www;3290.0;zzz;303.0;3030000.0;qqqq
2332;120;oooo;;oooo;www;0.0;mmm;0.0;0.0;hhhh
2333;177;oooo;x;oooo;www;51100.0;ggg;375.0;3750000.0;yy
2334;91;oooo;;oooo;www;1249.0;kkk;0.0;0.0;yy
2335;179;oooo;;oooo;www;591.0;ee;88.0;880000.0;qqqq
